,ZN1501.SHF,ZN1502.SHF,ZN1503.SHF,ZN1504.SHF,ZN1505.SHF,ZN1506.SHF,ZN1507.SHF,ZN1508.SHF,ZN1509.SHF,ZN1510.SHF,ZN1511.SHF,ZN1512.SHF,ZN1601.SHF,ZN1602.SHF,ZN1603.SHF,ZN1604.SHF,ZN1605.SHF,ZN1606.SHF,ZN1607.SHF,ZN1608.SHF,ZN1609.SHF,ZN1610.SHF,ZN1611.SHF,ZN1612.SHF,ZN1701.SHF,ZN1702.SHF,ZN1703.SHF,ZN1704.SHF,ZN1705.SHF,ZN1706.SHF,ZN1707.SHF,ZN1708.SHF,ZN1709.SHF,ZN1710.SHF,ZN1711.SHF,ZN1712.SHF,ZN1801.SHF,ZN1802.SHF,ZN1803.SHF,ZN1804.SHF,ZN1805.SHF,ZN1806.SHF,ZN1807.SHF,ZN1808.SHF,ZN1809.SHF,ZN1810.SHF,ZN1811.SHF,ZN1812.SHF,ZN1901.SHF,ZN1902.SHF,ZN1903.SHF,ZN1904.SHF
2015-01-28,,16475.0,16390.0,16345.0,16310.0,16280.0,16265.0,16240.0,16315.0,16295.0,16370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29,,16415.0,16360.0,16320.0,16285.0,16280.0,16140.0,16200.0,16230.0,16190.0,16170.0,,16190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,,16360.0,16185.0,16135.0,16090.0,16050.0,16030.0,16045.0,16080.0,16085.0,16070.0,16070.0,16105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,,16370.0,16315.0,16260.0,16225.0,16185.0,16150.0,16110.0,16150.0,16200.0,16220.0,16175.0,16190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-03,,16400.0,16370.0,16325.0,16290.0,16255.0,16225.0,16230.0,16250.0,16215.0,16260.0,16290.0,16300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,,16470.0,16490.0,16465.0,16435.0,16430.0,16395.0,16350.0,16385.0,16400.0,16450.0,16390.0,16555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-05,,16310.0,16400.0,16380.0,16360.0,16335.0,16305.0,16310.0,16335.0,16300.0,16280.0,16305.0,16340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,,16375.0,16410.0,16405.0,16410.0,16390.0,16345.0,16330.0,16345.0,16350.0,16355.0,16325.0,16335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,,16375.0,16450.0,16455.0,16460.0,16435.0,16365.0,16395.0,16375.0,16355.0,16345.0,16425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,,16360.0,16410.0,16430.0,16445.0,16455.0,16440.0,16430.0,,16370.0,,16390.0,16450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-11,,,16305.0,16310.0,16315.0,16315.0,16290.0,16295.0,16280.0,16270.0,16330.0,16300.0,16265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12,,,16250.0,16240.0,16240.0,16230.0,16225.0,16185.0,16180.0,16180.0,16230.0,16205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,,,16370.0,16375.0,16375.0,16345.0,16340.0,16330.0,,16350.0,16430.0,16340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,,,16430.0,16440.0,16430.0,16405.0,16390.0,16385.0,16385.0,16430.0,16405.0,16405.0,16425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,,,16445.0,16450.0,16450.0,16420.0,16400.0,16400.0,,16425.0,16350.0,16425.0,16455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,,,16190.0,16145.0,16120.0,16090.0,16095.0,16050.0,16050.0,16160.0,16130.0,16175.0,16175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,,,16160.0,16110.0,16075.0,16050.0,16045.0,16055.0,16045.0,16055.0,16075.0,16055.0,16110.0,16170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,,,16280.0,16140.0,16120.0,16100.0,16085.0,16085.0,16100.0,16025.0,16060.0,16045.0,16110.0,16170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,,,16250.0,16220.0,16210.0,16195.0,16190.0,16170.0,16175.0,16205.0,16190.0,16080.0,16220.0,16130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,,,16140.0,16130.0,16110.0,16095.0,16090.0,16080.0,16050.0,16055.0,16125.0,,16160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,,,16050.0,16005.0,15985.0,15970.0,15965.0,15950.0,15925.0,16020.0,15975.0,16015.0,16000.0,15975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,,,15935.0,15965.0,15945.0,15930.0,15915.0,15905.0,15900.0,15900.0,15920.0,15915.0,15950.0,15890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,,,15865.0,15905.0,15890.0,15875.0,15875.0,15870.0,15845.0,15870.0,15895.0,15895.0,15820.0,15890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,,,15850.0,15855.0,15845.0,15835.0,15825.0,15820.0,15725.0,15765.0,15850.0,15755.0,15800.0,15835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,,,15825.0,15830.0,15830.0,15820.0,15815.0,15810.0,15815.0,15875.0,15835.0,,,15880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,,,15750.0,15780.0,15780.0,15780.0,15770.0,15740.0,,15820.0,15815.0,15840.0,15745.0,15825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,,,15700.0,15755.0,15750.0,15740.0,15730.0,15735.0,15760.0,15770.0,15740.0,15795.0,15795.0,15800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,,,15700.0,15740.0,15750.0,15750.0,15740.0,15735.0,15745.0,15770.0,15850.0,15810.0,15835.0,15860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,,,15800.0,15850.0,15840.0,15830.0,15815.0,15805.0,15845.0,15850.0,15935.0,15890.0,15885.0,15910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,,,,15810.0,15810.0,15790.0,15775.0,15780.0,15795.0,15755.0,15830.0,15790.0,15865.0,15875.0,15920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,,,,15695.0,15710.0,15700.0,15700.0,15695.0,15710.0,15760.0,15780.0,15735.0,15855.0,15790.0,15855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,,,,15665.0,15680.0,15675.0,15670.0,15670.0,15695.0,15740.0,15750.0,15800.0,15860.0,15820.0,15895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,,,,15695.0,15705.0,15705.0,15690.0,15685.0,15710.0,15750.0,15770.0,15800.0,15870.0,15885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,,,,15935.0,15950.0,15945.0,15930.0,15920.0,15930.0,16005.0,15990.0,16000.0,16020.0,16020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,,,,16000.0,16040.0,16050.0,16040.0,16025.0,16050.0,16120.0,16155.0,16180.0,16175.0,16115.0,16150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,,,,15930.0,15975.0,15995.0,16000.0,16010.0,16000.0,16035.0,16100.0,16140.0,16115.0,16165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,,,,15950.0,15995.0,16015.0,16025.0,16035.0,16095.0,16100.0,16125.0,16150.0,16210.0,16200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,,,,16010.0,16060.0,16075.0,16095.0,16115.0,16130.0,16180.0,16200.0,16200.0,16210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,,,,15955.0,16000.0,16020.0,16040.0,16050.0,16070.0,16100.0,16105.0,16130.0,16145.0,16200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,16015.0,16060.0,16090.0,16100.0,16115.0,16120.0,16150.0,16170.0,16245.0,,,16275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,,,,15925.0,15995.0,16025.0,16040.0,16040.0,16020.0,16060.0,16085.0,16100.0,16120.0,16190.0,16280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,,,,15940.0,16020.0,16055.0,16065.0,16080.0,16095.0,16120.0,,16215.0,,16235.0,16250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,,,,16080.0,16150.0,16195.0,16210.0,16235.0,16245.0,16280.0,16305.0,16375.0,,16420.0,16420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,,,,16150.0,16200.0,16245.0,16270.0,16285.0,16290.0,16330.0,16360.0,,16395.0,,16480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,,,,16180.0,16245.0,16300.0,16325.0,16340.0,16365.0,16385.0,16440.0,16430.0,,,16640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,,,,16125.0,16190.0,16240.0,16255.0,16275.0,16290.0,16320.0,16345.0,16320.0,16265.0,16375.0,16515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,,,,16255.0,16325.0,16375.0,16405.0,16420.0,16430.0,16460.0,16450.0,16485.0,16520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,,,,16400.0,16410.0,16470.0,16500.0,16515.0,16545.0,16570.0,16590.0,16600.0,16610.0,16690.0,16810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,,,,16300.0,16425.0,16480.0,16515.0,16540.0,16565.0,16550.0,16630.0,16500.0,16480.0,16695.0,16740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,,,,16360.0,16415.0,16470.0,16505.0,16520.0,16550.0,16575.0,16520.0,16625.0,16685.0,16720.0,16735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,,,,,16540.0,16590.0,16625.0,16650.0,16675.0,16710.0,16725.0,16745.0,16755.0,16790.0,16875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,,,,,16700.0,16745.0,16775.0,16800.0,16825.0,16840.0,16830.0,16860.0,16860.0,16900.0,16940.0,17060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,,,,,16650.0,16710.0,16745.0,16770.0,16785.0,16795.0,16785.0,16770.0,16965.0,16700.0,16830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,,,,,16505.0,16530.0,16545.0,16550.0,16570.0,16600.0,16595.0,16620.0,16620.0,16655.0,16700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,,,,,16570.0,16590.0,16625.0,16635.0,16650.0,16670.0,16700.0,16710.0,16775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,,,,,16630.0,16650.0,16680.0,16715.0,16715.0,16730.0,16780.0,16780.0,16840.0,16795.0,16935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,,,,,16550.0,16580.0,16615.0,16630.0,16655.0,16690.0,16685.0,16665.0,16750.0,16770.0,16850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,,,,,16810.0,16855.0,16905.0,16925.0,16945.0,16960.0,17000.0,17010.0,17095.0,17080.0,17085.0,17145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,,,,,17045.0,17100.0,17150.0,17170.0,17185.0,17200.0,17200.0,17190.0,17235.0,17295.0,17100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,,,,,16955.0,17025.0,17070.0,17085.0,17125.0,17100.0,17090.0,17115.0,17175.0,17165.0,17230.0,17175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,,17015.0,17055.0,17110.0,17125.0,17145.0,17160.0,17145.0,17200.0,17135.0,17265.0,17200.0,17195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,,,,,17135.0,17200.0,17240.0,17260.0,17365.0,17310.0,17325.0,17350.0,17395.0,17375.0,17440.0,17430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,,,,,17130.0,17260.0,17250.0,17280.0,17305.0,17760.0,17305.0,17340.0,17390.0,17325.0,17425.0,17410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,,,,,17350.0,17405.0,17470.0,17500.0,17530.0,17545.0,17555.0,17600.0,17660.0,17650.0,17665.0,17755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,,,,,17255.0,17370.0,17440.0,17475.0,17505.0,17510.0,17515.0,17515.0,17605.0,17400.0,,17425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,,,,,17045.0,17235.0,17290.0,17320.0,17355.0,17370.0,17380.0,17415.0,17325.0,17435.0,17315.0,17450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,,,,,16950.0,17130.0,17190.0,17235.0,17260.0,17275.0,17285.0,17230.0,17270.0,17265.0,17305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,,,,,16810.0,16975.0,17025.0,17065.0,17130.0,17110.0,17090.0,17135.0,17180.0,17180.0,17160.0,17255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,,,,,17000.0,17095.0,17145.0,17190.0,17225.0,17240.0,17240.0,17265.0,17260.0,17255.0,17240.0,17270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,,,,,16870.0,17150.0,17450.0,17250.0,17290.0,17300.0,17260.0,17260.0,17260.0,17250.0,17165.0,17340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,,,,,16850.0,16935.0,16990.0,17050.0,17090.0,17115.0,17120.0,17170.0,17475.0,17240.0,17150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,,,,,,16860.0,16915.0,16965.0,16990.0,17010.0,17005.0,17025.0,17035.0,17115.0,17050.0,17160.0,17260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,,,,,,16850.0,16910.0,16950.0,16985.0,16995.0,17020.0,17040.0,16970.0,17065.0,17075.0,17065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,,,,,,16720.0,16770.0,16815.0,16840.0,16860.0,16880.0,16895.0,16850.0,16915.0,16935.0,16990.0,17000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,,,,,,16675.0,16715.0,16750.0,16780.0,16785.0,16760.0,16795.0,16760.0,16810.0,17005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,,,,,,16640.0,16685.0,16740.0,16760.0,16750.0,16770.0,16770.0,16885.0,16805.0,16825.0,16890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,,,,,,16510.0,16550.0,16590.0,16600.0,16605.0,16630.0,16645.0,16695.0,16645.0,16690.0,16780.0,16755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,,,,,,16635.0,16665.0,16700.0,16710.0,16725.0,16715.0,16750.0,16815.0,16840.0,16840.0,16855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,,,,,,16625.0,16640.0,16675.0,16685.0,16700.0,16705.0,16720.0,16870.0,16780.0,16715.0,16785.0,16795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,,,,,,16735.0,16780.0,16840.0,16890.0,16890.0,16920.0,16915.0,16980.0,16865.0,16955.0,16925.0,16985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,,,,,,16820.0,16870.0,16935.0,16975.0,17000.0,17015.0,17025.0,17005.0,17035.0,17080.0,,17160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,,,,,16645.0,16740.0,16795.0,16825.0,16850.0,16880.0,16820.0,16910.0,16930.0,16865.0,16880.0,16955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,,,,,,16600.0,16560.0,16605.0,16625.0,16640.0,16700.0,16685.0,16700.0,16710.0,16715.0,16790.0,16805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,,,,,,16500.0,16610.0,16640.0,16665.0,16680.0,16705.0,16725.0,16910.0,16780.0,16760.0,16780.0,16865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,,,,,,16415.0,16430.0,16460.0,16495.0,16515.0,16530.0,16525.0,16580.0,16565.0,16675.0,16585.0,16720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,,,,,,16365.0,16445.0,16470.0,16500.0,16520.0,16460.0,16460.0,16480.0,16475.0,16510.0,16470.0,16530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,,,,,,16270.0,16315.0,16320.0,16340.0,16345.0,16375.0,16390.0,16425.0,16415.0,16460.0,16430.0,16500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,,,,,,16320.0,16370.0,16375.0,16390.0,17115.0,16410.0,16430.0,16460.0,16460.0,16500.0,,16605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,,,,,,16400.0,16450.0,16475.0,16505.0,16530.0,16540.0,16550.0,16585.0,16560.0,16580.0,16565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,,,,,,16305.0,16425.0,16460.0,16500.0,16570.0,16520.0,16545.0,16595.0,16505.0,16595.0,,16700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,,,,,16240.0,16295.0,16305.0,16325.0,16350.0,16360.0,16395.0,16355.0,16385.0,16330.0,,16555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,,,,,,16180.0,16235.0,16255.0,16260.0,16280.0,16290.0,16310.0,16320.0,16345.0,16350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,,,,,,,16135.0,16145.0,16165.0,16175.0,16195.0,16225.0,16245.0,16235.0,16290.0,,16325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,,,,,,,16100.0,16120.0,16150.0,16145.0,16165.0,16190.0,16255.0,16175.0,16070.0,,16225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,,,,,,,15985.0,16005.0,16000.0,16010.0,15995.0,15990.0,16040.0,15970.0,16005.0,16155.0,16095.0,16230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,,,,,,,15895.0,15900.0,15915.0,15930.0,15960.0,15980.0,15995.0,15945.0,16010.0,16030.0,16035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,,,,,,,15700.0,15700.0,15715.0,15720.0,15735.0,15750.0,15790.0,15820.0,15815.0,15840.0,15895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,,,,,,,15780.0,15795.0,15820.0,15830.0,15835.0,15855.0,15860.0,15860.0,15870.0,15925.0,15945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,,,,,,,15780.0,15790.0,15810.0,15825.0,15825.0,15825.0,15815.0,15830.0,15865.0,15770.0,15865.0,16065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,,,,,,,15670.0,15670.0,15680.0,15685.0,15695.0,15700.0,15730.0,15715.0,15780.0,15765.0,15820.0,15855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,,,,,,,15600.0,15630.0,15620.0,15610.0,15605.0,15600.0,15630.0,15640.0,15645.0,15680.0,15740.0,15600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,15585.0,15445.0,15435.0,15450.0,15440.0,15420.0,15450.0,15455.0,15485.0,15520.0,15560.0,15580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,,,,,15360.0,15345.0,15340.0,15350.0,15355.0,15345.0,15380.0,15390.0,15405.0,,15430.0,15480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,,,,,,,15585.0,15580.0,15590.0,15600.0,15615.0,15605.0,15620.0,15645.0,15675.0,,15680.0,15695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,,,,,,,15635.0,15645.0,15655.0,15660.0,15665.0,15680.0,15700.0,15700.0,15875.0,,15760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,,,,,,,15480.0,15495.0,15485.0,15495.0,15500.0,15460.0,15520.0,15580.0,15545.0,,15520.0,15465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,,,,,,,15415.0,15425.0,15420.0,15435.0,15440.0,15425.0,15470.0,15450.0,15480.0,15600.0,15555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
