,L1501.DCE,L1502.DCE,L1503.DCE,L1504.DCE,L1505.DCE,L1506.DCE,L1507.DCE,L1508.DCE,L1509.DCE,L1510.DCE,L1511.DCE,L1512.DCE,L1601.DCE,L1602.DCE,L1603.DCE,L1604.DCE,L1605.DCE,L1606.DCE,L1607.DCE,L1608.DCE,L1609.DCE,L1610.DCE,L1611.DCE,L1612.DCE,L1701.DCE,L1702.DCE,L1703.DCE,L1704.DCE,L1705.DCE,L1706.DCE,L1707.DCE,L1708.DCE,L1709.DCE,L1710.DCE,L1711.DCE,L1712.DCE,L1801.DCE,L1802.DCE,L1803.DCE,L1804.DCE,L1805.DCE,L1806.DCE,L1807.DCE,L1808.DCE,L1809.DCE,L1810.DCE,L1811.DCE,L1812.DCE,L1901.DCE,L1902.DCE,L1903.DCE,L1904.DCE
2015-02-09,,,8940.0,8890.0,8715.0,8700.0,,,8500.0,,,,8305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,,,,8870.0,8755.0,8815.0,,,8575.0,,8620.0,,8410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-11,,,,,8795.0,8850.0,8840.0,8800.0,8570.0,,8630.0,8650.0,8400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12,,,,,8845.0,8805.0,8865.0,8775.0,8650.0,,,,8475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,,,,9150.0,8990.0,9090.0,,,8795.0,,8900.0,,8610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,,,,,9120.0,9080.0,,9020.0,8840.0,,,,8670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,,,,,9155.0,,,9050.0,8820.0,,8950.0,8875.0,8655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,,,,9145.0,9015.0,,,8960.0,8730.0,,,,8515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,,,8980.0,9480.0,9285.0,9265.0,9240.0,9140.0,8920.0,,8925.0,8840.0,8720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,,,8625.0,9445.0,9330.0,9325.0,9310.0,,9010.0,,9050.0,,8775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,,,9300.0,9545.0,9470.0,9450.0,9535.0,9340.0,9120.0,,9105.0,9135.0,8915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,,,,,9490.0,9560.0,,9275.0,9040.0,9085.0,9015.0,,8820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,,,,9290.0,9435.0,9430.0,,,9030.0,,,,8820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,,,,9290.0,9285.0,,9335.0,,8905.0,8930.0,,,8540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,,,,9350.0,9275.0,9215.0,9270.0,9105.0,8885.0,,,,8675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,,,,9260.0,9160.0,,,8980.0,8750.0,,,,8500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,,,,,9260.0,,9255.0,9070.0,8800.0,,,,8585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,,,,,9120.0,9180.0,9270.0,,8770.0,8835.0,,,8555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,,,,,9130.0,,,9255.0,8810.0,,,,8600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,,,,,9340.0,9315.0,9435.0,,9030.0,,9130.0,9060.0,8800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,,,,,9185.0,9150.0,,9040.0,8810.0,8905.0,8915.0,,8580.0,,8885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,,,,,9310.0,9335.0,,9240.0,8980.0,8960.0,9060.0,,8720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,,,,9465.0,9225.0,9155.0,,9185.0,8840.0,,,,8545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,,,,,9310.0,9245.0,,,8855.0,8790.0,,,8520.0,,8560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,,,,,9355.0,9325.0,9300.0,,8855.0,8855.0,,,8500.0,,8555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,,,,,9445.0,9530.0,9635.0,9395.0,9025.0,9105.0,9205.0,8905.0,8600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,,,,,9805.0,9700.0,9810.0,9630.0,9440.0,9400.0,,9200.0,9010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,,,,9565.0,9820.0,,,9700.0,9495.0,,9415.0,,9060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,,,,,9870.0,9780.0,,9715.0,9550.0,,9550.0,,9110.0,,9200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,,,,,9840.0,9860.0,9815.0,,9510.0,9465.0,9580.0,,9110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,,,,9915.0,9865.0,9855.0,9980.0,,9555.0,,,,9130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,10360.0,10015.0,9870.0,9945.0,9815.0,9650.0,,9700.0,,9295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,,,,10980.0,9915.0,9980.0,,9605.0,9555.0,9485.0,9720.0,,9205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,,,,,10190.0,10125.0,10140.0,9970.0,9805.0,9815.0,9765.0,,9425.0,9510.0,9530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,,,,,9960.0,10010.0,9755.0,,9470.0,,,,9115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,,,,,10045.0,9870.0,10010.0,,9480.0,9425.0,9515.0,,9125.0,9180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,,,,,10090.0,9890.0,10080.0,9720.0,9455.0,9420.0,9465.0,,9105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,,,,11635.0,10025.0,,,9480.0,9380.0,9415.0,,,9030.0,,9180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,,,,,9900.0,9720.0,9820.0,9550.0,9360.0,9350.0,,,8985.0,9060.0,9095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,,,,,9850.0,9755.0,9780.0,,9395.0,,9435.0,,9025.0,9110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,,,,11900.0,9790.0,,9720.0,,9355.0,,9395.0,,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,,,,,9700.0,9585.0,9705.0,,9325.0,9365.0,,,8985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,,,,,9820.0,9690.0,9960.0,9650.0,9455.0,,9545.0,9240.0,9090.0,9240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,,,,,9900.0,9775.0,,9685.0,9630.0,,,9530.0,9275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,,,,,10025.0,9805.0,,9750.0,9705.0,,,9575.0,9340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,,,,,10100.0,,,,9810.0,,9710.0,9605.0,9430.0,9420.0,,9750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,,,,,10035.0,,10020.0,9865.0,9705.0,9675.0,,,9350.0,9420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,,,,,10070.0,10045.0,10175.0,,9720.0,,9735.0,,9350.0,,,9550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,,,,,10240.0,,10395.0,10085.0,9955.0,9710.0,9940.0,,9580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,,,,,10350.0,10475.0,10715.0,,10050.0,10230.0,,,9625.0,9810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,,,,,10510.0,10570.0,10780.0,10490.0,10220.0,10200.0,,9925.0,9735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,,,,,10460.0,10705.0,10670.0,10425.0,10055.0,10100.0,,9800.0,9630.0,,,9745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,,10550.0,10815.0,10860.0,,10160.0,10250.0,10245.0,,9730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,,,,,10720.0,10920.0,,,10175.0,10110.0,10195.0,,9735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,,,,,10700.0,,,10355.0,10130.0,10205.0,,,9700.0,9710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,,,,,10550.0,10760.0,10650.0,10325.0,9970.0,9975.0,10090.0,9840.0,9605.0,9705.0,9710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,,,,,10545.0,10620.0,10440.0,,9795.0,9800.0,9770.0,,9390.0,,9455.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,,,,,10120.0,,10435.0,,9690.0,,,9500.0,9315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,,,,,,10445.0,10315.0,,9670.0,,,9470.0,9300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,,,,,10150.0,10405.0,,,9580.0,,,,9220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,,,,,10030.0,10270.0,9985.0,,9630.0,9690.0,,,9285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,,,,,10150.0,10415.0,10210.0,,9550.0,9595.0,,,9210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,,,,,9800.0,10300.0,,,9615.0,9570.0,,,9265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,,,,,,10290.0,9945.0,9970.0,9460.0,,,,9135.0,,,,8885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,,,,,,10095.0,10065.0,9780.0,9310.0,9420.0,,9245.0,9005.0,,,,8760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,,,,,,9995.0,9975.0,9740.0,9165.0,9235.0,,9235.0,8870.0,,,8785.0,8605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,,,,,,9805.0,10120.0,9740.0,9315.0,9320.0,,,8975.0,,,,8730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,,,,,,9755.0,,,9495.0,9475.0,,,9085.0,,,,8820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,,,,,,,,9910.0,9500.0,9525.0,,,9135.0,,,,8865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,,,,,,10200.0,10065.0,,9370.0,9410.0,9625.0,,9000.0,,,,8730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,,,,,,9900.0,10140.0,,9330.0,9340.0,,,8975.0,,,,8710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,,,,,,,9910.0,9840.0,9250.0,9295.0,,,8910.0,8950.0,,,8665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,,,,,,9590.0,,9780.0,9310.0,,9275.0,,8985.0,8975.0,,,8730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,,,,,,,,9305.0,,9195.0,,8970.0,,,,8710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,,,,,,,,,9265.0,9340.0,9390.0,,8935.0,,,,8685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,,,,,,,9575.0,9820.0,9355.0,9410.0,,9260.0,9030.0,,,,8770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,,,,,,,9575.0,9705.0,9320.0,,,,8990.0,,,,8735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,,,,,,,,,9390.0,9315.0,,,9045.0,,8935.0,,8790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,,,,,,,,9635.0,9315.0,9325.0,,,8995.0,,,,8745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,,,,,,,9390.0,9580.0,9305.0,,,,8995.0,,,,8730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,,,,,,,,9645.0,9410.0,9385.0,,9460.0,9075.0,9195.0,,,8820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,,,,,,,,,9580.0,9590.0,,,9230.0,,,,8965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,,,,,,9860.0,9830.0,9555.0,,,,9205.0,,,,8955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,,,,,,,,9925.0,9565.0,9600.0,,,9210.0,,,,8900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,,,,,,,,9830.0,9620.0,9660.0,,,9295.0,,9350.0,,9030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,,,,,,,,,9500.0,9590.0,,,9165.0,,,,8910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,,,,,,,,,9445.0,,,,9090.0,,,,8845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,,,,,,,9405.0,,9520.0,9625.0,,,9165.0,,,,8905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,,,,,,,,9750.0,9445.0,,,,9090.0,,,,8845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,,,,,,,,,9575.0,9600.0,9650.0,,9215.0,,,,8960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,,,,,,,9335.0,,9625.0,,,,9250.0,,,,8995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,,,,,,,,,9680.0,9730.0,9695.0,,9260.0,,,,9025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,,,,,,,9385.0,9930.0,9510.0,9745.0,,9460.0,9140.0,,,,8880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,9380.0,9870.0,9665.0,9695.0,,,9255.0,,,,8960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,,,,,,9975.0,9835.0,9760.0,9695.0,9700.0,9400.0,,,,9075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,,,,,,,,,9810.0,,,,9365.0,,,,9030.0,9090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,,,,,,,,,9800.0,9735.0,9680.0,9675.0,9350.0,,,,9030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,,,,,,,,9875.0,9555.0,9550.0,,9405.0,9095.0,,,,8820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,,,,,,,,,9325.0,9195.0,9430.0,9290.0,8860.0,,,,8585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,,,,,,,,,8885.0,8830.0,,,8470.0,8655.0,,,8380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,,,,,,,,,9110.0,9170.0,9515.0,,8690.0,,,,8450.0,8725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,,,,,,,,9145.0,9465.0,9620.0,,9370.0,9020.0,,,,8755.0,8945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,,,,,,,9575.0,,9390.0,,,,8885.0,8970.0,,,8620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,,,,,,,,9235.0,9425.0,,,,8930.0,,,,8650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,,,,,,,,9455.0,9450.0,9315.0,,,8960.0,,,,8680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,,,,,,,,9095.0,9265.0,9085.0,,,8805.0,8775.0,,,8535.0,8675.0,8355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,,,,,,,,,9220.0,,9220.0,,8765.0,,,,8500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,,,,,,,,,9210.0,,,,8775.0,,,,8505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,,,,,,,,,9195.0,,,,8760.0,,,,8500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,,,,,,,,,9240.0,9085.0,,,8795.0,,,,8530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,,,,,,,,,9320.0,9065.0,8950.0,,8880.0,8815.0,,,8595.0,8690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,,,,,,,,,9100.0,,8950.0,,8660.0,,,,8395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,,,,,,,,9175.0,8835.0,8815.0,8705.0,,8405.0,,,,8130.0,8290.0,8220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,,,,,,,,8810.0,8600.0,8645.0,,8690.0,8280.0,,,8215.0,8045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,,,,,,,,8630.0,8910.0,9015.0,,,8550.0,,,,8260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,,,,,,,,8900.0,8905.0,9055.0,8890.0,,8500.0,,,,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,,,,,8600.0,8850.0,,,,8430.0,,,,8135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,,,,,,,,,8610.0,8715.0,8855.0,,8135.0,,,8050.0,7860.0,7930.0,7910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,,,,,,,,,8590.0,8585.0,,8495.0,8085.0,,,,7825.0,7950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,,,,,,,,,8685.0,8820.0,,,8315.0,,,,8045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,,,,,,,,,8740.0,,,,8305.0,,,,8025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,,,,,,,,,8730.0,8855.0,,,8270.0,,,8180.0,7980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,,,,,,,,,8800.0,,8895.0,,8395.0,8305.0,,,8080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,,,,,,,,,9020.0,8980.0,9250.0,8915.0,8625.0,,,8445.0,8300.0,8445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,,,,,,,,,9120.0,9175.0,,8760.0,8720.0,,,,8370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,,,,,,,,9200.0,9185.0,8935.0,,8985.0,8755.0,,,,8400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,,,,,,,9200.0,9210.0,9160.0,,8950.0,8785.0,,,8575.0,8430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,,,,,,,,,9070.0,8800.0,9110.0,,8650.0,,,,8290.0,,8360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,,,,,,,,,8935.0,8775.0,8880.0,8680.0,8475.0,8405.0,8520.0,,8130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,,,,,,,,,8955.0,8600.0,,,8515.0,8425.0,,,8160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
